07/02/2023 14:00:32:162  INFO - Node Entry | session id:sess4008649 | ELibrary:Start | Framework | Start |  |  | 
07/02/2023 15:01:15:184  INFO - Node Entry | session id:sess143180 | ELibrary:AgentTranfer | Framework | AgentTranfer |  |  | undefined
07/02/2023 15:01:15:246  INFO - Node Entry | session id:sess143180 | ELibrary:agentTransfer-Begin | Framework | agentTransfer-Begin |  |  | undefined
07/02/2023 15:01:15:306  INFO - Node Entry | session id:sess143180 | ELibrary:agentTransfer-AgentTransferAnnounce | Framework | agentTransfer-AgentTransferAnnounce |  |  | undefined
07/02/2023 15:01:15:430  INFO - Node Entry | session id:sess143180 | ELibrary:agentTransfer-returnToMain | Framework | agentTransfer-returnToMain |  |  | undefined
07/02/2023 15:01:15:492  INFO - Node Entry | session id:sess143180 | ELibrary:CallDisconnect | Framework | CallDisconnect |  |  | undefined
07/02/2023 15:04:39:416  INFO - Node Entry | session id:sess9995751 | ELibrary:Start | Framework | Start |  |  | 
07/02/2023 15:04:39:627  INFO - Node Entry | session id:sess9995751 | ELibrary:Welcome | Framework | Welcome |  |  | undefined
07/02/2023 15:04:39:715  INFO - Start | session id:sess9995751 | ELibrary:Welcome | wecome start | Welcome Announcement start |  |  | undefined
07/02/2023 15:04:39:715  INFO - In Progress | session id:sess9995751 | ELibrary:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
07/02/2023 15:04:45:231  INFO - Node Entry | session id:sess9995751 | ELibrary:langMenu | Framework | langMenu |  |  | undefined
07/02/2023 15:04:50:145  INFO - Node Entry | session id:sess9995751 | ELibrary:LanguageAnnounce | Framework | LanguageAnnounce | langMenu___utterance | 1^0.949999988079071^0^0 | undefined
07/02/2023 15:04:50:223  INFO - Node Entry | session id:sess9995751 | ELibrary:userMenu | Framework | userMenu |  |  | undefined
07/02/2023 15:04:56:624  INFO - Node Entry | session id:sess9995751 | ELibrary:existUserAnnounce | Framework | existUserAnnounce | userMenu___utterance | 1^0.949999988079071^0^0 | undefined
07/02/2023 15:04:56:700  INFO - Node Entry | session id:sess9995751 | ELibrary:AgentTranfer | Framework | AgentTranfer |  |  | undefined
07/02/2023 15:04:56:761  INFO - Node Entry | session id:sess9995751 | ELibrary:agentTransfer-Begin | Framework | agentTransfer-Begin |  |  | undefined
07/02/2023 15:04:56:823  INFO - Node Entry | session id:sess9995751 | ELibrary:agentTransfer-AgentTransferAnnounce | Framework | agentTransfer-AgentTransferAnnounce |  |  | undefined
07/02/2023 15:04:56:931  INFO - Node Entry | session id:sess9995751 | ELibrary:agentTransfer-returnToMain | Framework | agentTransfer-returnToMain |  |  | undefined
07/02/2023 15:04:56:992  INFO - Node Entry | session id:sess9995751 | ELibrary:CallDisconnect | Framework | CallDisconnect |  |  | undefined
07/02/2023 15:09:47:683  INFO - Node Entry | session id:sess8562963 | ELibrary:Start | Framework | Start |  |  | 
07/02/2023 15:09:47:897  INFO - Node Entry | session id:sess8562963 | ELibrary:Welcome | Framework | Welcome |  |  | undefined
07/02/2023 15:09:47:989  INFO - Start | session id:sess8562963 | ELibrary:Welcome | wecome start | Welcome Announcement start |  |  | undefined
07/02/2023 15:09:47:989  INFO - In Progress | session id:sess8562963 | ELibrary:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
07/02/2023 15:09:53:504  INFO - Node Entry | session id:sess8562963 | ELibrary:langMenu | Framework | langMenu |  |  | undefined
07/02/2023 15:09:55:218  INFO - Node Entry | session id:sess8562963 | ELibrary:LanguageAnnounce | Framework | LanguageAnnounce | langMenu___utterance | 1^0.949999988079071^0^0 | undefined
07/02/2023 15:09:55:295  INFO - Node Entry | session id:sess8562963 | ELibrary:userMenu | Framework | userMenu |  |  | undefined
07/02/2023 15:10:03:533  INFO - Node Entry | session id:sess8562963 | ELibrary:existUserAnnounce | Framework | existUserAnnounce | userMenu___utterance | 2^0.949999988079071^0^1 | undefined
07/02/2023 15:10:03:624  INFO - Node Entry | session id:sess8562963 | ELibrary:Exist | Framework | Exist |  |  | undefined
07/02/2023 15:10:03:686  INFO - Node Entry | session id:sess8562963 | ELibrary:ExistUser-Begin | Framework | ExistUser-Begin |  |  | undefined
07/02/2023 15:10:03:749  INFO - Node Entry | session id:sess8562963 | ELibrary:ExistUser-userId | Framework | ExistUser-userId |  |  | undefined
07/02/2023 15:10:09:477  INFO - Node Entry | session id:sess8562963 | ELibrary:hangupData | Framework | hangupData |  |  | undefined
07/02/2023 15:10:09:551  INFO - Node Entry | session id:sess8562963 | ELibrary:ivrInfoData | Framework | ivrInfoData |  |  | undefined
07/02/2023 15:10:09:612  INFO - Node Entry | session id:sess8562963 | ELibrary:Exit | Framework | Exit |  |  | undefined
07/02/2023 15:10:09:615  INFO - End | session id:sess8562963 | ELibrary:Exit | CallEnd | Call End here |  |  | undefined
07/02/2023 15:10:09:615  INFO - Application Exit | session id:sess8562963 | ELibrary:Exit | Framework | Application Exiting |  |  | undefined
07/02/2023 15:10:22:362  INFO - Node Entry | session id:sess7861037 | ELibrary:Start | Framework | Start |  |  | 
07/02/2023 15:10:22:489  INFO - Node Entry | session id:sess7861037 | ELibrary:Welcome | Framework | Welcome |  |  | undefined
07/02/2023 15:10:22:498  INFO - Start | session id:sess7861037 | ELibrary:Welcome | wecome start | Welcome Announcement start |  |  | undefined
07/02/2023 15:10:22:500  INFO - In Progress | session id:sess7861037 | ELibrary:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
07/02/2023 15:10:28:123  INFO - Node Entry | session id:sess7861037 | ELibrary:langMenu | Framework | langMenu |  |  | undefined
07/02/2023 15:10:29:846  INFO - Node Entry | session id:sess7861037 | ELibrary:LanguageAnnounce | Framework | LanguageAnnounce | langMenu___utterance | 1^0.949999988079071^0^0 | undefined
07/02/2023 15:10:29:924  INFO - Node Entry | session id:sess7861037 | ELibrary:userMenu | Framework | userMenu |  |  | undefined
07/02/2023 15:10:31:605  INFO - Node Entry | session id:sess7861037 | ELibrary:existUserAnnounce | Framework | existUserAnnounce | userMenu___utterance | 1^0.949999988079071^0^0 | undefined
07/02/2023 15:10:31:682  INFO - Node Entry | session id:sess7861037 | ELibrary:AgentTranfer | Framework | AgentTranfer |  |  | undefined
07/02/2023 15:10:31:744  INFO - Node Entry | session id:sess7861037 | ELibrary:agentTransfer-Begin | Framework | agentTransfer-Begin |  |  | undefined
07/02/2023 15:10:31:806  INFO - Node Entry | session id:sess7861037 | ELibrary:agentTransfer-AgentTransferAnnounce | Framework | agentTransfer-AgentTransferAnnounce |  |  | undefined
07/02/2023 15:10:31:914  INFO - Node Entry | session id:sess7861037 | ELibrary:agentTransfer-returnToMain | Framework | agentTransfer-returnToMain |  |  | undefined
07/02/2023 15:10:31:975  INFO - Node Entry | session id:sess7861037 | ELibrary:CallDisconnect | Framework | CallDisconnect |  |  | undefined
07/02/2023 15:16:51:833  INFO - Node Entry | session id:sess2888396 | ELibrary:Start | Framework | Start |  |  | 
07/02/2023 15:16:52:088  INFO - Node Entry | session id:sess2888396 | ELibrary:Welcome | Framework | Welcome |  |  | undefined
07/02/2023 15:16:52:183  INFO - Start | session id:sess2888396 | ELibrary:Welcome | wecome start | Welcome Announcement start |  |  | undefined
07/02/2023 15:16:52:184  INFO - In Progress | session id:sess2888396 | ELibrary:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
07/02/2023 15:16:57:679  INFO - Node Entry | session id:sess2888396 | ELibrary:langMenu | Framework | langMenu |  |  | undefined
07/02/2023 15:17:05:387  INFO - Node Entry | session id:sess2888396 | ELibrary:LanguageAnnounce | Framework | LanguageAnnounce | langMenu___utterance | 1^0.949999988079071^0^0 | undefined
07/02/2023 15:17:05:478  INFO - Node Entry | session id:sess2888396 | ELibrary:userMenu | Framework | userMenu |  |  | undefined
07/02/2023 15:17:13:902  INFO - Node Entry | session id:sess2888396 | ELibrary:existUserAnnounce | Framework | existUserAnnounce | userMenu___utterance | 1^0.949999988079071^0^0 | undefined
07/02/2023 15:17:13:978  INFO - Node Entry | session id:sess2888396 | ELibrary:AgentTranfer | Framework | AgentTranfer |  |  | undefined
07/02/2023 15:17:14:041  INFO - Node Entry | session id:sess2888396 | ELibrary:agentTransfer-Begin | Framework | agentTransfer-Begin |  |  | undefined
07/02/2023 15:17:14:103  INFO - Node Entry | session id:sess2888396 | ELibrary:agentTransfer-AgentTransferAnnounce | Framework | agentTransfer-AgentTransferAnnounce |  |  | undefined
07/02/2023 15:17:14:195  INFO - Node Entry | session id:sess2888396 | ELibrary:agentTransfer-returnToMain | Framework | agentTransfer-returnToMain |  |  | undefined
07/02/2023 15:17:14:255  INFO - Node Entry | session id:sess2888396 | ELibrary:CallDisconnect | Framework | CallDisconnect |  |  | undefined
07/02/2023 15:19:09:128  INFO - Node Entry | session id:sess9947759 | ELibrary:Start | Framework | Start |  |  | 
07/02/2023 15:19:09:356  INFO - Node Entry | session id:sess9947759 | ELibrary:Welcome | Framework | Welcome |  |  | undefined
07/02/2023 15:19:09:428  INFO - Start | session id:sess9947759 | ELibrary:Welcome | wecome start | Welcome Announcement start |  |  | undefined
07/02/2023 15:19:09:428  INFO - In Progress | session id:sess9947759 | ELibrary:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
07/02/2023 15:19:14:913  INFO - Node Entry | session id:sess9947759 | ELibrary:langMenu | Framework | langMenu |  |  | undefined
07/02/2023 15:19:17:188  INFO - Node Entry | session id:sess9947759 | ELibrary:LanguageAnnounce | Framework | LanguageAnnounce | langMenu___utterance | 1^0.949999988079071^0^0 | undefined
07/02/2023 15:19:17:285  INFO - Node Entry | session id:sess9947759 | ELibrary:userMenu | Framework | userMenu |  |  | undefined
07/02/2023 15:19:19:521  INFO - Node Entry | session id:sess9947759 | ELibrary:existUserAnnounce | Framework | existUserAnnounce | userMenu___utterance | 1^0.949999988079071^0^0 | undefined
07/02/2023 15:19:19:598  INFO - Node Entry | session id:sess9947759 | ELibrary:AgentTranfer | Framework | AgentTranfer |  |  | undefined
07/02/2023 15:19:19:675  INFO - Node Entry | session id:sess9947759 | ELibrary:agentTransfer-Begin | Framework | agentTransfer-Begin |  |  | undefined
07/02/2023 15:19:19:738  INFO - Node Entry | session id:sess9947759 | ELibrary:agentTransfer-AgentTransferAnnounce | Framework | agentTransfer-AgentTransferAnnounce |  |  | undefined
07/02/2023 15:19:19:996  INFO - Node Entry | session id:sess9947759 | ELibrary:agentTransfer-returnToMain | Framework | agentTransfer-returnToMain |  |  | undefined
07/02/2023 15:19:20:058  INFO - Node Entry | session id:sess9947759 | ELibrary:CallDisconnect | Framework | CallDisconnect |  |  | undefined
07/02/2023 15:20:58:359  INFO - Node Entry | session id:sess2218685 | ELibrary:Start | Framework | Start |  |  | 
07/02/2023 15:20:58:593  INFO - Node Entry | session id:sess2218685 | ELibrary:Welcome | Framework | Welcome |  |  | undefined
07/02/2023 15:20:58:687  INFO - Start | session id:sess2218685 | ELibrary:Welcome | wecome start | Welcome Announcement start |  |  | undefined
07/02/2023 15:20:58:688  INFO - In Progress | session id:sess2218685 | ELibrary:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
07/02/2023 15:21:04:296  INFO - Node Entry | session id:sess2218685 | ELibrary:langMenu | Framework | langMenu |  |  | undefined
07/02/2023 15:21:06:050  INFO - Node Entry | session id:sess2218685 | ELibrary:LanguageAnnounce | Framework | LanguageAnnounce | langMenu___utterance | 1^0.949999988079071^0^0 | undefined
07/02/2023 15:21:06:129  INFO - Node Entry | session id:sess2218685 | ELibrary:userMenu | Framework | userMenu |  |  | undefined
07/02/2023 15:21:08:395  INFO - Node Entry | session id:sess2218685 | ELibrary:existUserAnnounce | Framework | existUserAnnounce | userMenu___utterance | 1^0.949999988079071^0^0 | undefined
07/02/2023 15:21:08:486  INFO - Node Entry | session id:sess2218685 | ELibrary:AgentTranfer | Framework | AgentTranfer |  |  | undefined
07/02/2023 15:21:08:563  INFO - Node Entry | session id:sess2218685 | ELibrary:agentTransfer-Begin | Framework | agentTransfer-Begin |  |  | undefined
07/02/2023 15:21:08:624  INFO - Node Entry | session id:sess2218685 | ELibrary:agentTransfer-AgentTransferAnnounce | Framework | agentTransfer-AgentTransferAnnounce |  |  | undefined
07/02/2023 15:21:08:734  INFO - Node Entry | session id:sess2218685 | ELibrary:agentTransfer-returnToMain | Framework | agentTransfer-returnToMain |  |  | undefined
07/02/2023 15:21:08:797  INFO - Node Entry | session id:sess2218685 | ELibrary:CallDisconnect | Framework | CallDisconnect |  |  | undefined
07/02/2023 15:21:16:799  INFO - Node Entry | session id:sess2218685 | ELibrary:ivrInfoData | Framework | ivrInfoData |  | ^^0^0 | undefined
07/02/2023 15:21:16:875  INFO - Node Entry | session id:sess2218685 | ELibrary:Exit | Framework | Exit |  |  | undefined
07/02/2023 15:21:16:876  INFO - End | session id:sess2218685 | ELibrary:Exit | CallEnd | Call End here |  |  | undefined
07/02/2023 15:21:16:876  INFO - Application Exit | session id:sess2218685 | ELibrary:Exit | Framework | Application Exiting |  |  | undefined
07/02/2023 15:23:05:629  INFO - Node Entry | session id:sess5119933 | ELibrary:Start | Framework | Start |  |  | 
07/02/2023 15:23:05:907  INFO - Node Entry | session id:sess5119933 | ELibrary:Welcome | Framework | Welcome |  |  | undefined
07/02/2023 15:23:06:019  INFO - Start | session id:sess5119933 | ELibrary:Welcome | wecome start | Welcome Announcement start |  |  | undefined
07/02/2023 15:23:06:019  INFO - In Progress | session id:sess5119933 | ELibrary:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
07/02/2023 15:23:11:530  INFO - Node Entry | session id:sess5119933 | ELibrary:langMenu | Framework | langMenu |  |  | undefined
07/02/2023 15:23:19:784  INFO - Node Entry | session id:sess5119933 | ELibrary:LanguageAnnounce | Framework | LanguageAnnounce | langMenu___utterance | 1^0.949999988079071^0^0 | undefined
07/02/2023 15:23:19:858  INFO - Node Entry | session id:sess5119933 | ELibrary:userMenu | Framework | userMenu |  |  | undefined
07/02/2023 15:23:24:152  INFO - Node Entry | session id:sess5119933 | ELibrary:existUserAnnounce | Framework | existUserAnnounce | userMenu___utterance | 1^0.949999988079071^0^0 | undefined
07/02/2023 15:23:24:228  INFO - Node Entry | session id:sess5119933 | ELibrary:AgentTranfer | Framework | AgentTranfer |  |  | undefined
07/02/2023 15:23:24:305  INFO - Node Entry | session id:sess5119933 | ELibrary:agentTransfer-Begin | Framework | agentTransfer-Begin |  |  | undefined
07/02/2023 15:23:24:366  INFO - Node Entry | session id:sess5119933 | ELibrary:agentTransfer-AgentTransferAnnounce | Framework | agentTransfer-AgentTransferAnnounce |  |  | undefined
07/02/2023 15:23:24:474  INFO - Node Entry | session id:sess5119933 | ELibrary:agentTransfer-returnToMain | Framework | agentTransfer-returnToMain |  |  | undefined
07/02/2023 15:23:24:535  INFO - Node Entry | session id:sess5119933 | ELibrary:CallDisconnect | Framework | CallDisconnect |  |  | undefined
07/02/2023 15:24:03:011  INFO - Node Entry | session id:sess7682658 | ELibrary:Start | Framework | Start |  |  | 
07/02/2023 15:24:03:284  INFO - Node Entry | session id:sess7682658 | ELibrary:Welcome | Framework | Welcome |  |  | undefined
07/02/2023 15:24:03:363  INFO - Start | session id:sess7682658 | ELibrary:Welcome | wecome start | Welcome Announcement start |  |  | undefined
07/02/2023 15:24:03:364  INFO - In Progress | session id:sess7682658 | ELibrary:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
07/02/2023 15:24:08:790  INFO - Node Entry | session id:sess7682658 | ELibrary:langMenu | Framework | langMenu |  |  | undefined
07/02/2023 15:24:13:027  INFO - Node Entry | session id:sess7682658 | ELibrary:LanguageAnnounce | Framework | LanguageAnnounce | langMenu___utterance | 1^0.949999988079071^0^0 | undefined
07/02/2023 15:24:13:105  INFO - Node Entry | session id:sess7682658 | ELibrary:userMenu | Framework | userMenu |  |  | undefined
07/02/2023 15:24:15:355  INFO - Node Entry | session id:sess7682658 | ELibrary:existUserAnnounce | Framework | existUserAnnounce | userMenu___utterance | 1^0.949999988079071^0^0 | undefined
07/02/2023 15:24:15:446  INFO - Node Entry | session id:sess7682658 | ELibrary:AgentTranfer | Framework | AgentTranfer |  |  | undefined
07/02/2023 15:24:15:508  INFO - Node Entry | session id:sess7682658 | ELibrary:agentTransfer-Begin | Framework | agentTransfer-Begin |  |  | undefined
07/02/2023 15:24:15:571  INFO - Node Entry | session id:sess7682658 | ELibrary:agentTransfer-AgentTransferAnnounce | Framework | agentTransfer-AgentTransferAnnounce |  |  | undefined
07/02/2023 15:24:15:707  INFO - Node Entry | session id:sess7682658 | ELibrary:agentTransfer-returnToMain | Framework | agentTransfer-returnToMain |  |  | undefined
07/02/2023 15:24:15:769  INFO - Node Entry | session id:sess7682658 | ELibrary:CallDisconnect | Framework | CallDisconnect |  |  | undefined
07/02/2023 15:24:18:348  INFO - Node Entry | session id:sess7682658 | ELibrary:ivrInfoData | Framework | ivrInfoData |  | ^^0^0 | undefined
07/02/2023 15:24:18:426  INFO - Node Entry | session id:sess7682658 | ELibrary:Exit | Framework | Exit |  |  | undefined
07/02/2023 15:24:18:427  INFO - End | session id:sess7682658 | ELibrary:Exit | CallEnd | Call End here |  |  | undefined
07/02/2023 15:24:18:428  INFO - Application Exit | session id:sess7682658 | ELibrary:Exit | Framework | Application Exiting |  |  | undefined
07/02/2023 15:25:19:195  INFO - Node Entry | session id:sess5149575 | ELibrary:Start | Framework | Start |  |  | 
07/02/2023 15:25:19:664  INFO - Node Entry | session id:sess5149575 | ELibrary:Welcome | Framework | Welcome |  |  | undefined
07/02/2023 15:25:19:837  INFO - Start | session id:sess5149575 | ELibrary:Welcome | wecome start | Welcome Announcement start |  |  | undefined
07/02/2023 15:25:19:837  INFO - In Progress | session id:sess5149575 | ELibrary:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
07/02/2023 15:25:25:346  INFO - Node Entry | session id:sess5149575 | ELibrary:langMenu | Framework | langMenu |  |  | undefined
07/02/2023 15:25:27:753  INFO - Node Entry | session id:sess5149575 | ELibrary:LanguageAnnounce | Framework | LanguageAnnounce | langMenu___utterance | 1^0.949999988079071^0^0 | undefined
07/02/2023 15:25:27:829  INFO - Node Entry | session id:sess5149575 | ELibrary:userMenu | Framework | userMenu |  |  | undefined
07/02/2023 15:25:30:056  INFO - Node Entry | session id:sess5149575 | ELibrary:existUserAnnounce | Framework | existUserAnnounce | userMenu___utterance | 1^0.949999988079071^0^0 | undefined
