15/02/2023 10:27:58:418  INFO - Node Entry | session id:sess2942493 | ElibraryFlows:Start | Framework | Start |  |  | 
15/02/2023 12:14:02:685  INFO - Node Entry | session id:sess4186265 | ElibraryFlows:LanguageAnnounce | Framework | LanguageAnnounce | langMenu___utterance | 2^0.949999988079071^0^0 | undefined
15/02/2023 12:14:02:765  INFO - Node Entry | session id:sess4186265 | ElibraryFlows:userMenu | Framework | userMenu |  |  | undefined
15/02/2023 12:14:18:406  INFO - Node Entry | session id:sess4186265 | ElibraryFlows:AgentTranfer | Framework | AgentTranfer | userMenu___utterance | 1^0.949999988079071^0^0 | undefined
15/02/2023 12:14:18:469  INFO - Node Entry | session id:sess4186265 | ElibraryFlows:agentTransfer-Begin | Framework | agentTransfer-Begin |  |  | undefined
15/02/2023 12:14:18:531  INFO - Node Entry | session id:sess4186265 | ElibraryFlows:agentTransfer-AgentTransferAnnounce | Framework | agentTransfer-AgentTransferAnnounce |  |  | undefined
15/02/2023 12:14:24:532  INFO - Node Entry | session id:sess4186265 | ElibraryFlows:agentTransfer-returnToMain | Framework | agentTransfer-returnToMain |  |  | undefined
15/02/2023 12:14:24:594  INFO - Node Entry | session id:sess4186265 | ElibraryFlows:CallDisconnect | Framework | CallDisconnect |  |  | undefined
15/02/2023 12:14:24:672  INFO - Node Entry | session id:sess4186265 | ElibraryFlows:ivrInfoData | Framework | ivrInfoData |  | ^^0^0 | undefined
15/02/2023 12:14:25:230  INFO - Node Entry | session id:sess4186265 | ElibraryFlows:Exit | Framework | Exit |  |  | undefined
15/02/2023 12:14:25:231  INFO - End | session id:sess4186265 | ElibraryFlows:Exit | CallEnd | Call End here |  |  | undefined
15/02/2023 12:14:25:233  INFO - Application Exit | session id:sess4186265 | ElibraryFlows:Exit | Framework | Application Exiting |  |  | undefined
15/02/2023 12:14:32:215  INFO - Node Entry | session id:sess6613133 | ElibraryFlows:Start | Framework | Start |  |  | 
15/02/2023 12:14:32:309  INFO - Node Entry | session id:sess6613133 | ElibraryFlows:Welcome | Framework | Welcome |  |  | undefined
15/02/2023 12:14:32:312  INFO - Start | session id:sess6613133 | ElibraryFlows:Welcome | wecome start | Welcome Announcement start |  |  | undefined
15/02/2023 12:14:32:312  INFO - In Progress | session id:sess6613133 | ElibraryFlows:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
15/02/2023 12:14:37:834  INFO - Node Entry | session id:sess6613133 | ElibraryFlows:langMenu | Framework | langMenu |  |  | undefined
15/02/2023 12:14:40:397  INFO - Node Entry | session id:sess6613133 | ElibraryFlows:LanguageAnnounce | Framework | LanguageAnnounce | langMenu___utterance | 1^0.949999988079071^0^0 | undefined
15/02/2023 12:14:40:473  INFO - Node Entry | session id:sess6613133 | ElibraryFlows:userMenu | Framework | userMenu |  |  | undefined
15/02/2023 12:15:40:529  INFO - Node Entry | session id:sess6613133 | ElibraryFlows:Exist | Framework | Exist | userMenu___utterance | 2^0.949999988079071^0^0 | undefined
15/02/2023 12:15:40:591  INFO - Node Entry | session id:sess6613133 | ElibraryFlows:ExistUser-Begin | Framework | ExistUser-Begin |  |  | undefined
15/02/2023 12:15:40:653  INFO - Node Entry | session id:sess6613133 | ElibraryFlows:ExistUser-userId | Framework | ExistUser-userId |  |  | undefined
15/02/2023 12:15:44:918  INFO - Node Entry | session id:sess6613133 | ElibraryFlows:ExistUser-password | Framework | ExistUser-password | userId___utterance | 100000^0.949999988079071^0^0 | undefined
15/02/2023 12:15:48:221  INFO - Node Entry | session id:sess6613133 | ElibraryFlows:ExistUser-passwordVerify | Framework | ExistUser-passwordVerify | password___utterance | 1111^0.949999988079071^0^0 | undefined
15/02/2023 12:15:48:686  INFO - Node Entry | session id:sess6613133 | ElibraryFlows:ExistUser-passCheck | Framework | ExistUser-passCheck |  |  | undefined
15/02/2023 12:15:48:749  INFO - Node Entry | session id:sess6613133 | ElibraryFlows:ExistUser-CartFlow | Framework | ExistUser-CartFlow |  |  | undefined
15/02/2023 12:15:48:810  INFO - Node Entry | session id:sess6613133 | ElibraryFlows:CartMenuFlow-Begin | Framework | CartMenuFlow-Begin |  |  | undefined
15/02/2023 12:15:48:872  INFO - Node Entry | session id:sess6613133 | ElibraryFlows:CartMenuFlow-CartMenu | Framework | CartMenuFlow-CartMenu |  |  | undefined
15/02/2023 12:15:56:711  INFO - Node Entry | session id:sess6613133 | ElibraryFlows:CartMenuFlow-cartDataCheck | Framework | CartMenuFlow-cartDataCheck | CartMenu___utterance | 1^0.949999988079071^0^0 | undefined
15/02/2023 12:15:56:833  INFO - Node Entry | session id:sess6613133 | ElibraryFlows:CartMenuFlow-cartSwap | Framework | CartMenuFlow-cartSwap |  |  | undefined
15/02/2023 12:15:56:895  INFO - Node Entry | session id:sess6613133 | ElibraryFlows:CartMenuFlow-NocartAnnounce | Framework | CartMenuFlow-NocartAnnounce |  |  | undefined
15/02/2023 12:15:59:535  INFO - Node Entry | session id:sess6613133 | ElibraryFlows:CartMenuFlow-returnToSelection | Framework | CartMenuFlow-returnToSelection |  |  | undefined
15/02/2023 12:15:59:597  INFO - Node Entry | session id:sess6613133 | ElibraryFlows:ExistUser-CategoryMenu | Framework | ExistUser-CategoryMenu |  |  | undefined
15/02/2023 12:16:38:521  INFO - Node Entry | session id:sess6613133 | ElibraryFlows:hangupData | Framework | hangupData |  |  | undefined
15/02/2023 12:16:38:583  INFO - Node Entry | session id:sess6613133 | ElibraryFlows:ivrInfoData | Framework | ivrInfoData |  |  | undefined
15/02/2023 12:16:38:783  INFO - Node Entry | session id:sess6613133 | ElibraryFlows:Exit | Framework | Exit |  |  | undefined
15/02/2023 12:16:38:783  INFO - End | session id:sess6613133 | ElibraryFlows:Exit | CallEnd | Call End here |  |  | undefined
15/02/2023 12:16:38:783  INFO - Application Exit | session id:sess6613133 | ElibraryFlows:Exit | Framework | Application Exiting |  |  | undefined
15/02/2023 12:42:59:496  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:Start | Framework | Start |  |  | 
15/02/2023 12:42:59:737  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:Welcome | Framework | Welcome |  |  | undefined
15/02/2023 12:42:59:838  INFO - Start | session id:sess4121077 | ElibraryFlows:Welcome | wecome start | Welcome Announcement start |  |  | undefined
15/02/2023 12:42:59:839  INFO - In Progress | session id:sess4121077 | ElibraryFlows:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
15/02/2023 12:43:05:318  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:langMenu | Framework | langMenu |  |  | undefined
15/02/2023 12:43:10:154  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:LanguageAnnounce | Framework | LanguageAnnounce | langMenu___utterance | 1^0.949999988079071^0^0 | undefined
15/02/2023 12:43:10:231  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:userMenu | Framework | userMenu |  |  | undefined
15/02/2023 12:43:16:226  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:Exist | Framework | Exist | userMenu___utterance | 2^0.949999988079071^0^1 | undefined
15/02/2023 12:43:16:304  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:ExistUser-Begin | Framework | ExistUser-Begin |  |  | undefined
15/02/2023 12:43:16:366  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:ExistUser-userId | Framework | ExistUser-userId |  |  | undefined
15/02/2023 12:43:22:621  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:ExistUser-password | Framework | ExistUser-password | userId___utterance | 100000^0.949999988079071^0^0 | undefined
15/02/2023 12:43:26:265  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:ExistUser-passwordVerify | Framework | ExistUser-passwordVerify | password___utterance | 1111^0.949999988079071^0^0 | undefined
15/02/2023 12:43:26:638  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:ExistUser-passCheck | Framework | ExistUser-passCheck |  |  | undefined
15/02/2023 12:43:26:700  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:ExistUser-CartFlow | Framework | ExistUser-CartFlow |  |  | undefined
15/02/2023 12:43:26:763  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:CartMenuFlow-Begin | Framework | CartMenuFlow-Begin |  |  | undefined
15/02/2023 12:43:26:826  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:CartMenuFlow-CartMenu | Framework | CartMenuFlow-CartMenu |  |  | undefined
15/02/2023 12:43:37:455  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:CartMenuFlow-returnToSelection | Framework | CartMenuFlow-returnToSelection | CartMenu___utterance | 2^0.949999988079071^0^0 | undefined
15/02/2023 12:43:37:517  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:ExistUser-CategoryMenu | Framework | ExistUser-CategoryMenu |  |  | undefined
15/02/2023 12:43:43:369  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:ExistUser-bookSelectionByCategory | Framework | ExistUser-bookSelectionByCategory | CategoryMenu___utterance | 5^0.949999988079071^0^0 | undefined
15/02/2023 12:43:43:431  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:BookSelectionByCategory-Begin | Framework | BookSelectionByCategory-Begin |  |  | undefined
15/02/2023 12:43:43:492  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:BookSelectionByCategory-CategoryBooksCheck | Framework | BookSelectionByCategory-CategoryBooksCheck |  |  | undefined
15/02/2023 12:43:43:553  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:BookSelectionByCategory-categoryDataCheck | Framework | BookSelectionByCategory-categoryDataCheck |  |  | undefined
15/02/2023 12:43:43:679  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:BookSelectionByCategory-categorySwap | Framework | BookSelectionByCategory-categorySwap |  |  | undefined
15/02/2023 12:43:43:741  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:BookSelectionByCategory-NocartAnnounce | Framework | BookSelectionByCategory-NocartAnnounce |  |  | undefined
15/02/2023 12:43:46:361  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:BookSelectionByCategory-returnToCategoryMenu | Framework | BookSelectionByCategory-returnToCategoryMenu |  |  | undefined
15/02/2023 12:43:46:422  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:ExistUser-CategoryMenu | Framework | ExistUser-CategoryMenu |  |  | undefined
15/02/2023 12:43:51:764  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:ExistUser-bookSelectionByCategory | Framework | ExistUser-bookSelectionByCategory | CategoryMenu___utterance | 1^0.949999988079071^0^0 | undefined
15/02/2023 12:43:51:825  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:BookSelectionByCategory-Begin | Framework | BookSelectionByCategory-Begin |  |  | undefined
15/02/2023 12:43:51:887  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:BookSelectionByCategory-CategoryBooksCheck | Framework | BookSelectionByCategory-CategoryBooksCheck |  |  | undefined
15/02/2023 12:43:51:949  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:BookSelectionByCategory-categoryDataCheck | Framework | BookSelectionByCategory-categoryDataCheck |  |  | undefined
15/02/2023 12:43:52:057  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:BookSelectionByCategory-categorySwap | Framework | BookSelectionByCategory-categorySwap |  |  | undefined
15/02/2023 12:43:52:119  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:BookSelectionByCategory-NocartAnnounce | Framework | BookSelectionByCategory-NocartAnnounce |  |  | undefined
15/02/2023 12:43:54:729  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:BookSelectionByCategory-returnToCategoryMenu | Framework | BookSelectionByCategory-returnToCategoryMenu |  |  | undefined
15/02/2023 12:43:54:791  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:ExistUser-CategoryMenu | Framework | ExistUser-CategoryMenu |  |  | undefined
15/02/2023 12:44:03:076  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:ExistUser-bookSelectionByCategory | Framework | ExistUser-bookSelectionByCategory | CategoryMenu___utterance | 2^0.949999988079071^0^0 | undefined
15/02/2023 12:44:03:138  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:BookSelectionByCategory-Begin | Framework | BookSelectionByCategory-Begin |  |  | undefined
15/02/2023 12:44:03:199  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:BookSelectionByCategory-CategoryBooksCheck | Framework | BookSelectionByCategory-CategoryBooksCheck |  |  | undefined
15/02/2023 12:44:03:259  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:BookSelectionByCategory-categoryDataCheck | Framework | BookSelectionByCategory-categoryDataCheck |  |  | undefined
15/02/2023 12:44:03:384  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:BookSelectionByCategory-categorySwap | Framework | BookSelectionByCategory-categorySwap |  |  | undefined
15/02/2023 12:44:03:447  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:BookSelectionByCategory-NocartAnnounce | Framework | BookSelectionByCategory-NocartAnnounce |  |  | undefined
15/02/2023 12:44:06:058  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:BookSelectionByCategory-returnToCategoryMenu | Framework | BookSelectionByCategory-returnToCategoryMenu |  |  | undefined
15/02/2023 12:44:06:121  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:ExistUser-CategoryMenu | Framework | ExistUser-CategoryMenu |  |  | undefined
15/02/2023 12:44:13:637  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:hangupData | Framework | hangupData |  |  | undefined
15/02/2023 12:44:13:693  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:ivrInfoData | Framework | ivrInfoData |  |  | undefined
15/02/2023 12:44:14:462  INFO - Node Entry | session id:sess4121077 | ElibraryFlows:Exit | Framework | Exit |  |  | undefined
15/02/2023 12:44:14:466  INFO - End | session id:sess4121077 | ElibraryFlows:Exit | CallEnd | Call End here |  |  | undefined
15/02/2023 12:44:14:467  INFO - Application Exit | session id:sess4121077 | ElibraryFlows:Exit | Framework | Application Exiting |  |  | undefined
15/02/2023 12:46:10:917  INFO - Node Entry | session id:sess2176375 | ElibraryFlows:Start | Framework | Start |  |  | 
15/02/2023 12:46:11:129  INFO - Node Entry | session id:sess2176375 | ElibraryFlows:Welcome | Framework | Welcome |  |  | undefined
15/02/2023 12:46:11:206  INFO - Start | session id:sess2176375 | ElibraryFlows:Welcome | wecome start | Welcome Announcement start |  |  | undefined
15/02/2023 12:46:11:206  INFO - In Progress | session id:sess2176375 | ElibraryFlows:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
15/02/2023 12:46:16:662  INFO - Node Entry | session id:sess2176375 | ElibraryFlows:langMenu | Framework | langMenu |  |  | undefined
15/02/2023 12:46:20:911  INFO - Node Entry | session id:sess2176375 | ElibraryFlows:LanguageAnnounce | Framework | LanguageAnnounce | langMenu___utterance | 1^0.949999988079071^0^0 | undefined
15/02/2023 12:46:20:989  INFO - Node Entry | session id:sess2176375 | ElibraryFlows:userMenu | Framework | userMenu |  |  | undefined
15/02/2023 12:46:31:522  INFO - Node Entry | session id:sess2176375 | ElibraryFlows:Exist | Framework | Exist | userMenu___utterance | 2^0.949999988079071^0^0 | undefined
15/02/2023 12:46:31:583  INFO - Node Entry | session id:sess2176375 | ElibraryFlows:ExistUser-Begin | Framework | ExistUser-Begin |  |  | undefined
15/02/2023 12:46:31:645  INFO - Node Entry | session id:sess2176375 | ElibraryFlows:ExistUser-userId | Framework | ExistUser-userId |  |  | undefined
15/02/2023 12:46:37:316  INFO - Node Entry | session id:sess2176375 | ElibraryFlows:ExistUser-password | Framework | ExistUser-password | userId___utterance | 100000^0.949999988079071^0^0 | undefined
15/02/2023 12:46:43:249  INFO - Node Entry | session id:sess2176375 | ElibraryFlows:ExistUser-passwordVerify | Framework | ExistUser-passwordVerify | password___utterance | 1111^0.949999988079071^0^0 | undefined
15/02/2023 12:46:43:712  INFO - Node Entry | session id:sess2176375 | ElibraryFlows:ExistUser-passCheck | Framework | ExistUser-passCheck |  |  | undefined
15/02/2023 12:46:43:774  INFO - Node Entry | session id:sess2176375 | ElibraryFlows:ExistUser-CartFlow | Framework | ExistUser-CartFlow |  |  | undefined
15/02/2023 12:46:43:836  INFO - Node Entry | session id:sess2176375 | ElibraryFlows:CartMenuFlow-Begin | Framework | CartMenuFlow-Begin |  |  | undefined
15/02/2023 12:46:43:899  INFO - Node Entry | session id:sess2176375 | ElibraryFlows:CartMenuFlow-CartMenu | Framework | CartMenuFlow-CartMenu |  |  | undefined
15/02/2023 12:46:49:710  INFO - Node Entry | session id:sess2176375 | ElibraryFlows:CartMenuFlow-returnToSelection | Framework | CartMenuFlow-returnToSelection | CartMenu___utterance | 2^0.949999988079071^0^0 | undefined
15/02/2023 12:46:49:773  INFO - Node Entry | session id:sess2176375 | ElibraryFlows:ExistUser-CategoryMenu | Framework | ExistUser-CategoryMenu |  |  | undefined
15/02/2023 12:46:54:469  INFO - Node Entry | session id:sess2176375 | ElibraryFlows:ExistUser-bookSelectionByCategory | Framework | ExistUser-bookSelectionByCategory | CategoryMenu___utterance | 6^0.949999988079071^0^0 | undefined
15/02/2023 12:46:54:531  INFO - Node Entry | session id:sess2176375 | ElibraryFlows:BookSelectionByCategory-Begin | Framework | BookSelectionByCategory-Begin |  |  | undefined
15/02/2023 12:46:54:593  INFO - Node Entry | session id:sess2176375 | ElibraryFlows:BookSelectionByCategory-CategoryBooksCheck | Framework | BookSelectionByCategory-CategoryBooksCheck |  |  | undefined
15/02/2023 12:46:54:655  INFO - Node Entry | session id:sess2176375 | ElibraryFlows:BookSelectionByCategory-categoryDataCheck | Framework | BookSelectionByCategory-categoryDataCheck |  |  | undefined
15/02/2023 12:46:54:764  INFO - Node Entry | session id:sess2176375 | ElibraryFlows:BookSelectionByCategory-categorySwap | Framework | BookSelectionByCategory-categorySwap |  |  | undefined
15/02/2023 12:46:54:826  INFO - Node Entry | session id:sess2176375 | ElibraryFlows:BookSelectionByCategory-NocartAnnounce | Framework | BookSelectionByCategory-NocartAnnounce |  |  | undefined
15/02/2023 12:46:57:438  INFO - Node Entry | session id:sess2176375 | ElibraryFlows:BookSelectionByCategory-returnToCategoryMenu | Framework | BookSelectionByCategory-returnToCategoryMenu |  |  | undefined
15/02/2023 12:46:57:500  INFO - Node Entry | session id:sess2176375 | ElibraryFlows:ExistUser-CategoryMenu | Framework | ExistUser-CategoryMenu |  |  | undefined
15/02/2023 12:47:00:482  INFO - Node Entry | session id:sess2176375 | ElibraryFlows:ExistUser-bookSelectionByCategory | Framework | ExistUser-bookSelectionByCategory | CategoryMenu___utterance | 1^0.949999988079071^0^0 | undefined
15/02/2023 12:47:00:543  INFO - Node Entry | session id:sess2176375 | ElibraryFlows:BookSelectionByCategory-Begin | Framework | BookSelectionByCategory-Begin |  |  | undefined
15/02/2023 12:47:00:605  INFO - Node Entry | session id:sess2176375 | ElibraryFlows:BookSelectionByCategory-CategoryBooksCheck | Framework | BookSelectionByCategory-CategoryBooksCheck |  |  | undefined
15/02/2023 12:47:00:667  INFO - Node Entry | session id:sess2176375 | ElibraryFlows:BookSelectionByCategory-categoryDataCheck | Framework | BookSelectionByCategory-categoryDataCheck |  |  | undefined
15/02/2023 12:47:00:790  INFO - Node Entry | session id:sess2176375 | ElibraryFlows:BookSelectionByCategory-categorySwap | Framework | BookSelectionByCategory-categorySwap |  |  | undefined
15/02/2023 12:47:00:851  INFO - Node Entry | session id:sess2176375 | ElibraryFlows:BookSelectionByCategory-BookSelectionMenu | Framework | BookSelectionByCategory-BookSelectionMenu |  |  | undefined
15/02/2023 12:47:01:064  INFO - Node Entry | session id:sess2176375 | ElibraryFlows:badfetchData | Framework | badfetchData |  |  | undefined
15/02/2023 12:47:01:127  INFO - Node Entry | session id:sess2176375 | ElibraryFlows:CallDisconnect | Framework | CallDisconnect |  |  | undefined
15/02/2023 12:47:04:712  INFO - Node Entry | session id:sess2176375 | ElibraryFlows:ivrInfoData | Framework | ivrInfoData |  | ^^0^0 | undefined
15/02/2023 12:47:05:329  INFO - Node Entry | session id:sess2176375 | ElibraryFlows:Exit | Framework | Exit |  |  | undefined
15/02/2023 12:47:05:331  INFO - End | session id:sess2176375 | ElibraryFlows:Exit | CallEnd | Call End here |  |  | undefined
15/02/2023 12:47:05:331  INFO - Application Exit | session id:sess2176375 | ElibraryFlows:Exit | Framework | Application Exiting |  |  | undefined
15/02/2023 12:55:10:296  INFO - Node Entry | session id:sess6786113 | ElibraryFlows:Start | Framework | Start |  |  | 
15/02/2023 12:55:10:495  INFO - Node Entry | session id:sess6786113 | ElibraryFlows:Welcome | Framework | Welcome |  |  | undefined
15/02/2023 12:55:10:573  INFO - Start | session id:sess6786113 | ElibraryFlows:Welcome | wecome start | Welcome Announcement start |  |  | undefined
15/02/2023 12:55:10:573  INFO - In Progress | session id:sess6786113 | ElibraryFlows:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
15/02/2023 12:55:16:030  INFO - Node Entry | session id:sess6786113 | ElibraryFlows:langMenu | Framework | langMenu |  |  | undefined
15/02/2023 12:55:34:829  INFO - Node Entry | session id:sess6786113 | ElibraryFlows:LanguageAnnounce | Framework | LanguageAnnounce | langMenu___utterance | 2^0.949999988079071^0^0 | undefined
15/02/2023 12:55:34:906  INFO - Node Entry | session id:sess6786113 | ElibraryFlows:userMenu | Framework | userMenu |  |  | undefined
15/02/2023 12:55:40:878  INFO - Node Entry | session id:sess6786113 | ElibraryFlows:Exist | Framework | Exist | userMenu___utterance | 2^0.949999988079071^0^0 | undefined
15/02/2023 12:55:40:941  INFO - Node Entry | session id:sess6786113 | ElibraryFlows:ExistUser-Begin | Framework | ExistUser-Begin |  |  | undefined
15/02/2023 12:55:41:002  INFO - Node Entry | session id:sess6786113 | ElibraryFlows:ExistUser-userId | Framework | ExistUser-userId |  |  | undefined
15/02/2023 12:55:45:237  INFO - Node Entry | session id:sess6786113 | ElibraryFlows:ExistUser-password | Framework | ExistUser-password | userId___utterance | 100000^0.949999988079071^0^0 | undefined
15/02/2023 12:55:48:579  INFO - Node Entry | session id:sess6786113 | ElibraryFlows:ExistUser-passwordVerify | Framework | ExistUser-passwordVerify | password___utterance | 1111^0.949999988079071^0^0 | undefined
15/02/2023 12:55:48:950  INFO - Node Entry | session id:sess6786113 | ElibraryFlows:ExistUser-passCheck | Framework | ExistUser-passCheck |  |  | undefined
15/02/2023 12:55:49:012  INFO - Node Entry | session id:sess6786113 | ElibraryFlows:ExistUser-CartFlow | Framework | ExistUser-CartFlow |  |  | undefined
15/02/2023 12:55:49:074  INFO - Node Entry | session id:sess6786113 | ElibraryFlows:CartMenuFlow-Begin | Framework | CartMenuFlow-Begin |  |  | undefined
