14/02/2023 10:29:57:805  INFO - Node Entry | session id:sess7940369 | ElibraryFlows:Start | Framework | Start |  |  | 
14/02/2023 10:53:05:866  INFO - Node Entry | session id:sess3090433 | ElibraryFlows:ivrInfoData | Framework | ivrInfoData |  |  | undefined
14/02/2023 10:53:06:687  INFO - Node Entry | session id:sess3090433 | ElibraryFlows:Exit | Framework | Exit |  |  | undefined
14/02/2023 10:53:06:689  INFO - End | session id:sess3090433 | ElibraryFlows:Exit | CallEnd | Call End here |  |  | undefined
14/02/2023 10:53:06:689  INFO - Application Exit | session id:sess3090433 | ElibraryFlows:Exit | Framework | Application Exiting |  |  | undefined
14/02/2023 10:54:14:875  INFO - Node Entry | session id:sess9097810 | ElibraryFlows:Start | Framework | Start |  |  | 
14/02/2023 10:54:15:100  INFO - Node Entry | session id:sess9097810 | ElibraryFlows:Welcome | Framework | Welcome |  |  | undefined
14/02/2023 10:54:15:199  INFO - Start | session id:sess9097810 | ElibraryFlows:Welcome | wecome start | Welcome Announcement start |  |  | undefined
14/02/2023 10:54:15:199  INFO - In Progress | session id:sess9097810 | ElibraryFlows:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
14/02/2023 10:54:20:675  INFO - Node Entry | session id:sess9097810 | ElibraryFlows:langMenu | Framework | langMenu |  |  | undefined
14/02/2023 10:54:24:981  INFO - Node Entry | session id:sess9097810 | ElibraryFlows:hangupData | Framework | hangupData |  |  | undefined
14/02/2023 10:54:25:043  INFO - Node Entry | session id:sess9097810 | ElibraryFlows:ivrInfoData | Framework | ivrInfoData |  |  | undefined
14/02/2023 10:54:25:942  INFO - Node Entry | session id:sess9097810 | ElibraryFlows:Exit | Framework | Exit |  |  | undefined
14/02/2023 10:54:25:944  INFO - End | session id:sess9097810 | ElibraryFlows:Exit | CallEnd | Call End here |  |  | undefined
14/02/2023 10:54:25:945  INFO - Application Exit | session id:sess9097810 | ElibraryFlows:Exit | Framework | Application Exiting |  |  | undefined
14/02/2023 10:54:52:511  INFO - Node Entry | session id:sess6770260 | ElibraryFlows:Start | Framework | Start |  |  | 
14/02/2023 10:54:52:588  INFO - Node Entry | session id:sess6770260 | ElibraryFlows:Welcome | Framework | Welcome |  |  | undefined
14/02/2023 10:54:52:591  INFO - Start | session id:sess6770260 | ElibraryFlows:Welcome | wecome start | Welcome Announcement start |  |  | undefined
14/02/2023 10:54:52:591  INFO - In Progress | session id:sess6770260 | ElibraryFlows:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
14/02/2023 10:54:58:055  INFO - Node Entry | session id:sess6770260 | ElibraryFlows:langMenu | Framework | langMenu |  |  | undefined
14/02/2023 10:55:05:748  INFO - Node Entry | session id:sess6770260 | ElibraryFlows:LanguageAnnounce | Framework | LanguageAnnounce | langMenu___utterance | 2^0.949999988079071^0^0 | undefined
14/02/2023 10:55:05:828  INFO - Node Entry | session id:sess6770260 | ElibraryFlows:userMenu | Framework | userMenu |  |  | undefined
14/02/2023 10:55:11:780  INFO - Node Entry | session id:sess6770260 | ElibraryFlows:Exist | Framework | Exist | userMenu___utterance | 2^0.949999988079071^0^0 | undefined
14/02/2023 10:55:11:842  INFO - Node Entry | session id:sess6770260 | ElibraryFlows:ExistUser-Begin | Framework | ExistUser-Begin |  |  | undefined
14/02/2023 10:55:11:904  INFO - Node Entry | session id:sess6770260 | ElibraryFlows:ExistUser-userId | Framework | ExistUser-userId |  |  | undefined
14/02/2023 10:55:29:690  INFO - Node Entry | session id:sess6770260 | ElibraryFlows:ExistUser-password | Framework | ExistUser-password | userId___utterance | 296587^0.949999988079071^0^1 | undefined
14/02/2023 10:55:36:469  INFO - Node Entry | session id:sess6770260 | ElibraryFlows:ExistUser-passwordVerify | Framework | ExistUser-passwordVerify | password___utterance | 1236^0.949999988079071^0^0 | undefined
14/02/2023 10:55:38:813  INFO - Node Entry | session id:sess6770260 | ElibraryFlows:ExistUser-passCheck | Framework | ExistUser-passCheck |  |  | undefined
14/02/2023 10:55:38:890  INFO - Node Entry | session id:sess6770260 | ElibraryFlows:ExistUser-passwordEventAnnounce | Framework | ExistUser-passwordEventAnnounce |  |  | undefined
14/02/2023 10:55:38:967  INFO - Node Entry | session id:sess6770260 | ElibraryFlows:ExistUser-userId | Framework | ExistUser-userId |  |  | undefined
14/02/2023 10:55:55:527  INFO - Node Entry | session id:sess6770260 | ElibraryFlows:ExistUser-password | Framework | ExistUser-password | userId___utterance | 100000^0.949999988079071^0^0 | undefined
14/02/2023 10:56:01:269  INFO - Node Entry | session id:sess6770260 | ElibraryFlows:ExistUser-passwordVerify | Framework | ExistUser-passwordVerify | password___utterance | 1111^0.949999988079071^0^0 | undefined
14/02/2023 10:56:03:383  INFO - Node Entry | session id:sess6770260 | ElibraryFlows:ExistUser-passCheck | Framework | ExistUser-passCheck |  |  | undefined
14/02/2023 10:56:03:444  INFO - Node Entry | session id:sess6770260 | ElibraryFlows:ExistUser-passwordEventAnnounce | Framework | ExistUser-passwordEventAnnounce |  |  | undefined
14/02/2023 10:56:03:522  INFO - Node Entry | session id:sess6770260 | ElibraryFlows:ExistUser-userId | Framework | ExistUser-userId |  |  | undefined
14/02/2023 11:01:13:514  INFO - Node Entry | session id:sess9935503 | ElibraryFlows:Start | Framework | Start |  |  | 
14/02/2023 11:01:13:771  INFO - Node Entry | session id:sess9935503 | ElibraryFlows:Welcome | Framework | Welcome |  |  | undefined
14/02/2023 11:01:13:900  INFO - Start | session id:sess9935503 | ElibraryFlows:Welcome | wecome start | Welcome Announcement start |  |  | undefined
14/02/2023 11:01:13:901  INFO - In Progress | session id:sess9935503 | ElibraryFlows:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
14/02/2023 11:01:19:354  INFO - Node Entry | session id:sess9935503 | ElibraryFlows:langMenu | Framework | langMenu |  |  | undefined
14/02/2023 11:01:26:268  INFO - Node Entry | session id:sess9935503 | ElibraryFlows:LanguageAnnounce | Framework | LanguageAnnounce | langMenu___utterance | 0^0.949999988079071^0^0 | undefined
14/02/2023 11:01:26:345  INFO - Node Entry | session id:sess9935503 | ElibraryFlows:userMenu | Framework | userMenu |  |  | undefined
14/02/2023 11:01:34:624  INFO - Node Entry | session id:sess9935503 | ElibraryFlows:hangupData | Framework | hangupData |  |  | undefined
14/02/2023 11:01:34:700  INFO - Node Entry | session id:sess9935503 | ElibraryFlows:ivrInfoData | Framework | ivrInfoData |  |  | undefined
14/02/2023 11:01:35:239  INFO - Node Entry | session id:sess9935503 | ElibraryFlows:Exit | Framework | Exit |  |  | undefined
14/02/2023 11:01:35:242  INFO - End | session id:sess9935503 | ElibraryFlows:Exit | CallEnd | Call End here |  |  | undefined
14/02/2023 11:01:35:243  INFO - Application Exit | session id:sess9935503 | ElibraryFlows:Exit | Framework | Application Exiting |  |  | undefined
14/02/2023 11:02:30:472  INFO - Node Entry | session id:sess3664912 | ElibraryFlows:Start | Framework | Start |  |  | 
14/02/2023 11:02:30:563  INFO - Node Entry | session id:sess3664912 | ElibraryFlows:Welcome | Framework | Welcome |  |  | undefined
14/02/2023 11:02:30:621  INFO - Start | session id:sess3664912 | ElibraryFlows:Welcome | wecome start | Welcome Announcement start |  |  | undefined
14/02/2023 11:02:30:621  INFO - In Progress | session id:sess3664912 | ElibraryFlows:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
14/02/2023 11:02:36:067  INFO - Node Entry | session id:sess3664912 | ElibraryFlows:langMenu | Framework | langMenu |  |  | undefined
14/02/2023 11:02:44:108  INFO - Node Entry | session id:sess3664912 | ElibraryFlows:hangupData | Framework | hangupData |  |  | undefined
14/02/2023 11:02:44:170  INFO - Node Entry | session id:sess3664912 | ElibraryFlows:ivrInfoData | Framework | ivrInfoData |  |  | undefined
14/02/2023 11:04:05:844  INFO - Node Entry | session id:sess2095884 | ElibraryFlows:Start | Framework | Start |  |  | 
14/02/2023 11:04:06:057  INFO - Node Entry | session id:sess2095884 | ElibraryFlows:Welcome | Framework | Welcome |  |  | undefined
14/02/2023 11:04:06:133  INFO - Start | session id:sess2095884 | ElibraryFlows:Welcome | wecome start | Welcome Announcement start |  |  | undefined
14/02/2023 11:04:06:133  INFO - In Progress | session id:sess2095884 | ElibraryFlows:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
14/02/2023 11:04:11:600  INFO - Node Entry | session id:sess2095884 | ElibraryFlows:langMenu | Framework | langMenu |  |  | undefined
14/02/2023 11:04:16:424  INFO - Node Entry | session id:sess2095884 | ElibraryFlows:LanguageAnnounce | Framework | LanguageAnnounce | langMenu___utterance | 1^0.949999988079071^0^0 | undefined
14/02/2023 11:04:16:500  INFO - Node Entry | session id:sess2095884 | ElibraryFlows:userMenu | Framework | userMenu |  |  | undefined
14/02/2023 11:04:20:844  INFO - Node Entry | session id:sess2095884 | ElibraryFlows:AgentTranfer | Framework | AgentTranfer | userMenu___utterance | 1^0.949999988079071^0^0 | undefined
14/02/2023 11:04:20:907  INFO - Node Entry | session id:sess2095884 | ElibraryFlows:agentTransfer-Begin | Framework | agentTransfer-Begin |  |  | undefined
14/02/2023 11:04:20:969  INFO - Node Entry | session id:sess2095884 | ElibraryFlows:agentTransfer-AgentTransferAnnounce | Framework | agentTransfer-AgentTransferAnnounce |  |  | undefined
14/02/2023 11:04:23:055  INFO - Node Entry | session id:sess2095884 | ElibraryFlows:hangupData | Framework | hangupData |  |  | undefined
14/02/2023 11:04:23:117  INFO - Node Entry | session id:sess2095884 | ElibraryFlows:ivrInfoData | Framework | ivrInfoData |  |  | undefined
14/02/2023 11:04:23:718  INFO - Node Entry | session id:sess2095884 | ElibraryFlows:Exit | Framework | Exit |  |  | undefined
14/02/2023 11:04:23:720  INFO - End | session id:sess2095884 | ElibraryFlows:Exit | CallEnd | Call End here |  |  | undefined
14/02/2023 11:04:23:720  INFO - Application Exit | session id:sess2095884 | ElibraryFlows:Exit | Framework | Application Exiting |  |  | undefined
14/02/2023 11:04:28:519  INFO - Node Entry | session id:sess6085013 | ElibraryFlows:Start | Framework | Start |  |  | 
14/02/2023 11:04:28:596  INFO - Node Entry | session id:sess6085013 | ElibraryFlows:Welcome | Framework | Welcome |  |  | undefined
14/02/2023 11:04:28:598  INFO - Start | session id:sess6085013 | ElibraryFlows:Welcome | wecome start | Welcome Announcement start |  |  | undefined
14/02/2023 11:04:28:598  INFO - In Progress | session id:sess6085013 | ElibraryFlows:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
14/02/2023 11:04:34:069  INFO - Node Entry | session id:sess6085013 | ElibraryFlows:langMenu | Framework | langMenu |  |  | undefined
14/02/2023 11:04:39:336  INFO - Node Entry | session id:sess6085013 | ElibraryFlows:LanguageAnnounce | Framework | LanguageAnnounce | langMenu___utterance | 1^0.949999988079071^0^0 | undefined
14/02/2023 11:04:39:399  INFO - Node Entry | session id:sess6085013 | ElibraryFlows:userMenu | Framework | userMenu |  |  | undefined
14/02/2023 11:04:43:691  INFO - Node Entry | session id:sess6085013 | ElibraryFlows:Exist | Framework | Exist | userMenu___utterance | 2^0.949999988079071^0^0 | undefined
14/02/2023 11:04:43:753  INFO - Node Entry | session id:sess6085013 | ElibraryFlows:ExistUser-Begin | Framework | ExistUser-Begin |  |  | undefined
14/02/2023 11:04:43:815  INFO - Node Entry | session id:sess6085013 | ElibraryFlows:ExistUser-userId | Framework | ExistUser-userId |  |  | undefined
14/02/2023 11:04:55:650  INFO - Node Entry | session id:sess6085013 | ElibraryFlows:ExistUser-password | Framework | ExistUser-password | userId___utterance | 100000^0.949999988079071^0^1 | undefined
14/02/2023 11:05:01:139  INFO - Node Entry | session id:sess6085013 | ElibraryFlows:ExistUser-passwordVerify | Framework | ExistUser-passwordVerify | password___utterance | 1111^0.949999988079071^0^0 | undefined
14/02/2023 11:05:03:469  INFO - Node Entry | session id:sess6085013 | ElibraryFlows:ExistUser-passCheck | Framework | ExistUser-passCheck |  |  | undefined
14/02/2023 11:05:03:546  INFO - Node Entry | session id:sess6085013 | ElibraryFlows:ExistUser-passwordEventAnnounce | Framework | ExistUser-passwordEventAnnounce |  |  | undefined
14/02/2023 11:05:03:608  INFO - Node Entry | session id:sess6085013 | ElibraryFlows:ExistUser-userId | Framework | ExistUser-userId |  |  | undefined
14/02/2023 11:18:45:563  INFO - Node Entry | session id:sess860807 | ElibraryFlows:Start | Framework | Start |  |  | 
14/02/2023 11:18:45:786  INFO - Node Entry | session id:sess860807 | ElibraryFlows:Welcome | Framework | Welcome |  |  | undefined
14/02/2023 11:18:45:880  INFO - Start | session id:sess860807 | ElibraryFlows:Welcome | wecome start | Welcome Announcement start |  |  | undefined
14/02/2023 11:18:45:881  INFO - In Progress | session id:sess860807 | ElibraryFlows:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
14/02/2023 11:18:51:349  INFO - Node Entry | session id:sess860807 | ElibraryFlows:langMenu | Framework | langMenu |  |  | undefined
14/02/2023 11:18:55:550  INFO - Node Entry | session id:sess860807 | ElibraryFlows:LanguageAnnounce | Framework | LanguageAnnounce | langMenu___utterance | 1^0.949999988079071^0^0 | undefined
14/02/2023 11:18:55:626  INFO - Node Entry | session id:sess860807 | ElibraryFlows:userMenu | Framework | userMenu |  |  | undefined
14/02/2023 11:19:07:834  INFO - Node Entry | session id:sess860807 | ElibraryFlows:Exist | Framework | Exist | userMenu___utterance | 2^0.949999988079071^0^0 | undefined
14/02/2023 11:19:07:897  INFO - Node Entry | session id:sess860807 | ElibraryFlows:ExistUser-Begin | Framework | ExistUser-Begin |  |  | undefined
14/02/2023 11:19:07:959  INFO - Node Entry | session id:sess860807 | ElibraryFlows:ExistUser-userId | Framework | ExistUser-userId |  |  | undefined
14/02/2023 11:19:18:092  INFO - Node Entry | session id:sess860807 | ElibraryFlows:ExistUser-password | Framework | ExistUser-password | userId___utterance | 100000^0.949999988079071^0^1 | undefined
14/02/2023 11:19:24:490  INFO - Node Entry | session id:sess860807 | ElibraryFlows:ExistUser-passwordVerify | Framework | ExistUser-passwordVerify | password___utterance | 1111^0.949999988079071^0^0 | undefined
14/02/2023 11:19:25:680  INFO - Node Entry | session id:sess860807 | ElibraryFlows:ExistUser-passCheck | Framework | ExistUser-passCheck |  |  | undefined
14/02/2023 11:19:25:742  INFO - Node Entry | session id:sess860807 | ElibraryFlows:ExistUser-CartFlow | Framework | ExistUser-CartFlow |  |  | undefined
14/02/2023 11:19:25:804  INFO - Node Entry | session id:sess860807 | ElibraryFlows:CartMenuFlow-Begin | Framework | CartMenuFlow-Begin |  |  | undefined
14/02/2023 11:19:25:867  INFO - Node Entry | session id:sess860807 | ElibraryFlows:CartMenuFlow-CartMenu | Framework | CartMenuFlow-CartMenu |  |  | undefined
14/02/2023 11:19:40:700  INFO - Node Entry | session id:sess860807 | ElibraryFlows:CartMenuFlow-cartDataAnnounce | Framework | CartMenuFlow-cartDataAnnounce | CartMenu___utterance | 1^0.949999988079071^0^0 | undefined
14/02/2023 11:19:40:841  INFO - Node Entry | session id:sess860807 | ElibraryFlows:CartMenuFlow-cartOptionsMenu | Framework | CartMenuFlow-cartOptionsMenu |  |  | undefined
14/02/2023 11:21:20:355  INFO - Node Entry | session id:sess860807 | ElibraryFlows:hangupData | Framework | hangupData |  |  | undefined
14/02/2023 11:21:20:416  INFO - Node Entry | session id:sess860807 | ElibraryFlows:ivrInfoData | Framework | ivrInfoData |  |  | undefined
14/02/2023 11:21:20:978  INFO - Node Entry | session id:sess860807 | ElibraryFlows:Exit | Framework | Exit |  |  | undefined
14/02/2023 11:21:20:981  INFO - End | session id:sess860807 | ElibraryFlows:Exit | CallEnd | Call End here |  |  | undefined
14/02/2023 11:21:20:981  INFO - Application Exit | session id:sess860807 | ElibraryFlows:Exit | Framework | Application Exiting |  |  | undefined
14/02/2023 12:16:41:678  INFO - Node Entry | session id:sess8541988 | ElibraryFlows:Start | Framework | Start |  |  | 
14/02/2023 12:16:41:862  INFO - Node Entry | session id:sess8541988 | ElibraryFlows:Welcome | Framework | Welcome |  |  | undefined
14/02/2023 12:16:41:937  INFO - Start | session id:sess8541988 | ElibraryFlows:Welcome | wecome start | Welcome Announcement start |  |  | undefined
14/02/2023 12:16:41:938  INFO - In Progress | session id:sess8541988 | ElibraryFlows:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
14/02/2023 12:16:47:405  INFO - Node Entry | session id:sess8541988 | ElibraryFlows:langMenu | Framework | langMenu |  |  | undefined
14/02/2023 12:16:52:587  INFO - Node Entry | session id:sess8541988 | ElibraryFlows:LanguageAnnounce | Framework | LanguageAnnounce | langMenu___utterance | 2^0.949999988079071^0^0 | undefined
14/02/2023 12:16:52:666  INFO - Node Entry | session id:sess8541988 | ElibraryFlows:userMenu | Framework | userMenu |  |  | undefined
14/02/2023 12:17:04:358  INFO - Node Entry | session id:sess8541988 | ElibraryFlows:Exist | Framework | Exist | userMenu___utterance | 2^0.949999988079071^0^1 | undefined
14/02/2023 12:17:04:436  INFO - Node Entry | session id:sess8541988 | ElibraryFlows:ExistUser-Begin | Framework | ExistUser-Begin |  |  | undefined
14/02/2023 12:17:04:498  INFO - Node Entry | session id:sess8541988 | ElibraryFlows:ExistUser-userId | Framework | ExistUser-userId |  |  | undefined
14/02/2023 12:17:08:283  INFO - Node Entry | session id:sess8541988 | ElibraryFlows:ExistUser-password | Framework | ExistUser-password | userId___utterance | 100000^0.949999988079071^0^0 | undefined
14/02/2023 12:17:11:659  INFO - Node Entry | session id:sess8541988 | ElibraryFlows:ExistUser-passwordVerify | Framework | ExistUser-passwordVerify | password___utterance | 1111^0.949999988079071^0^0 | undefined
14/02/2023 12:17:12:065  INFO - Node Entry | session id:sess8541988 | ElibraryFlows:ExistUser-passCheck | Framework | ExistUser-passCheck |  |  | undefined
14/02/2023 12:17:12:126  INFO - Node Entry | session id:sess8541988 | ElibraryFlows:ExistUser-CartFlow | Framework | ExistUser-CartFlow |  |  | undefined
14/02/2023 12:17:12:189  INFO - Node Entry | session id:sess8541988 | ElibraryFlows:CartMenuFlow-Begin | Framework | CartMenuFlow-Begin |  |  | undefined
14/02/2023 12:17:12:253  INFO - Node Entry | session id:sess8541988 | ElibraryFlows:CartMenuFlow-CartMenu | Framework | CartMenuFlow-CartMenu |  |  | undefined
14/02/2023 12:17:18:018  INFO - Node Entry | session id:sess8541988 | ElibraryFlows:CartMenuFlow-cartDataAnnounce | Framework | CartMenuFlow-cartDataAnnounce | CartMenu___utterance | 1^0.949999988079071^0^0 | undefined
14/02/2023 12:17:18:142  INFO - Node Entry | session id:sess8541988 | ElibraryFlows:CartMenuFlow-cartOptionsMenu | Framework | CartMenuFlow-cartOptionsMenu |  |  | undefined
14/02/2023 12:20:22:287  INFO - Node Entry | session id:sess2897164 | ElibraryFlows:Start | Framework | Start |  |  | 
14/02/2023 12:20:22:474  INFO - Node Entry | session id:sess2897164 | ElibraryFlows:Welcome | Framework | Welcome |  |  | undefined
14/02/2023 12:20:22:537  INFO - Start | session id:sess2897164 | ElibraryFlows:Welcome | wecome start | Welcome Announcement start |  |  | undefined
14/02/2023 12:20:22:537  INFO - In Progress | session id:sess2897164 | ElibraryFlows:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
14/02/2023 12:20:27:974  INFO - Node Entry | session id:sess2897164 | ElibraryFlows:langMenu | Framework | langMenu |  |  | undefined
14/02/2023 12:20:38:466  INFO - Node Entry | session id:sess2897164 | ElibraryFlows:LanguageAnnounce | Framework | LanguageAnnounce | langMenu___utterance | 1^0.949999988079071^0^0 | undefined
14/02/2023 12:20:38:543  INFO - Node Entry | session id:sess2897164 | ElibraryFlows:userMenu | Framework | userMenu |  |  | undefined
14/02/2023 12:20:41:063  INFO - Node Entry | session id:sess2897164 | ElibraryFlows:Exist | Framework | Exist | userMenu___utterance | 2^0.949999988079071^0^0 | undefined
14/02/2023 12:20:41:126  INFO - Node Entry | session id:sess2897164 | ElibraryFlows:ExistUser-Begin | Framework | ExistUser-Begin |  |  | undefined
14/02/2023 12:20:41:189  INFO - Node Entry | session id:sess2897164 | ElibraryFlows:ExistUser-userId | Framework | ExistUser-userId |  |  | undefined
14/02/2023 12:20:52:714  INFO - Node Entry | session id:sess2897164 | ElibraryFlows:ExistUser-password | Framework | ExistUser-password | userId___utterance | 100000^0.949999988079071^0^0 | undefined
14/02/2023 12:20:55:979  INFO - Node Entry | session id:sess2897164 | ElibraryFlows:ExistUser-passwordVerify | Framework | ExistUser-passwordVerify | password___utterance | 1111^0.949999988079071^0^0 | undefined
14/02/2023 12:20:56:325  INFO - Node Entry | session id:sess2897164 | ElibraryFlows:ExistUser-passCheck | Framework | ExistUser-passCheck |  |  | undefined
14/02/2023 12:20:56:388  INFO - Node Entry | session id:sess2897164 | ElibraryFlows:ExistUser-CartFlow | Framework | ExistUser-CartFlow |  |  | undefined
14/02/2023 12:20:56:451  INFO - Node Entry | session id:sess2897164 | ElibraryFlows:CartMenuFlow-Begin | Framework | CartMenuFlow-Begin |  |  | undefined
14/02/2023 12:20:56:513  INFO - Node Entry | session id:sess2897164 | ElibraryFlows:CartMenuFlow-CartMenu | Framework | CartMenuFlow-CartMenu |  |  | undefined
14/02/2023 12:21:04:611  INFO - Node Entry | session id:sess2897164 | ElibraryFlows:CartMenuFlow-cartDataAnnounce | Framework | CartMenuFlow-cartDataAnnounce | CartMenu___utterance | 1^0.949999988079071^0^0 | undefined
14/02/2023 12:21:04:734  INFO - Node Entry | session id:sess2897164 | ElibraryFlows:CartMenuFlow-cartOptionsMenu | Framework | CartMenuFlow-cartOptionsMenu |  |  | undefined
14/02/2023 12:23:00:579  INFO - Node Entry | session id:sess4043931 | ElibraryFlows:Start | Framework | Start |  |  | 
14/02/2023 12:23:00:732  INFO - Node Entry | session id:sess4043931 | ElibraryFlows:Welcome | Framework | Welcome |  |  | undefined
14/02/2023 12:23:00:797  INFO - Start | session id:sess4043931 | ElibraryFlows:Welcome | wecome start | Welcome Announcement start |  |  | undefined
14/02/2023 12:23:00:797  INFO - In Progress | session id:sess4043931 | ElibraryFlows:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
14/02/2023 12:23:06:249  INFO - Node Entry | session id:sess4043931 | ElibraryFlows:langMenu | Framework | langMenu |  |  | undefined
14/02/2023 12:23:14:613  INFO - Node Entry | session id:sess4043931 | ElibraryFlows:LanguageAnnounce | Framework | LanguageAnnounce | langMenu___utterance | 2^0.949999988079071^0^0 | undefined
14/02/2023 12:23:14:691  INFO - Node Entry | session id:sess4043931 | ElibraryFlows:userMenu | Framework | userMenu |  |  | undefined
14/02/2023 12:23:18:530  INFO - Node Entry | session id:sess4043931 | ElibraryFlows:Exist | Framework | Exist | userMenu___utterance | 2^0.949999988079071^0^0 | undefined
14/02/2023 12:23:18:593  INFO - Node Entry | session id:sess4043931 | ElibraryFlows:ExistUser-Begin | Framework | ExistUser-Begin |  |  | undefined
14/02/2023 12:23:18:655  INFO - Node Entry | session id:sess4043931 | ElibraryFlows:ExistUser-userId | Framework | ExistUser-userId |  |  | undefined
14/02/2023 12:23:22:764  INFO - Node Entry | session id:sess4043931 | ElibraryFlows:ExistUser-password | Framework | ExistUser-password | userId___utterance | 100000^0.949999988079071^0^0 | undefined
14/02/2023 12:23:25:568  INFO - Node Entry | session id:sess4043931 | ElibraryFlows:ExistUser-passwordVerify | Framework | ExistUser-passwordVerify | password___utterance | 1111^0.949999988079071^0^0 | undefined
14/02/2023 12:23:25:868  INFO - Node Entry | session id:sess4043931 | ElibraryFlows:ExistUser-passCheck | Framework | ExistUser-passCheck |  |  | undefined
14/02/2023 12:23:25:930  INFO - Node Entry | session id:sess4043931 | ElibraryFlows:ExistUser-CartFlow | Framework | ExistUser-CartFlow |  |  | undefined
14/02/2023 12:23:25:993  INFO - Node Entry | session id:sess4043931 | ElibraryFlows:CartMenuFlow-Begin | Framework | CartMenuFlow-Begin |  |  | undefined
14/02/2023 12:23:26:055  INFO - Node Entry | session id:sess4043931 | ElibraryFlows:CartMenuFlow-CartMenu | Framework | CartMenuFlow-CartMenu |  |  | undefined
14/02/2023 12:23:29:773  INFO - Node Entry | session id:sess4043931 | ElibraryFlows:CartMenuFlow-cartDataCheck | Framework | CartMenuFlow-cartDataCheck | CartMenu___utterance | 1^0.949999988079071^0^0 | undefined
14/02/2023 12:23:29:882  INFO - Node Entry | session id:sess4043931 | ElibraryFlows:CartMenuFlow-cartSwap | Framework | CartMenuFlow-cartSwap |  |  | undefined
14/02/2023 12:23:29:945  INFO - Node Entry | session id:sess4043931 | ElibraryFlows:CartMenuFlow-NocartAnnounce | Framework | CartMenuFlow-NocartAnnounce |  |  | undefined
14/02/2023 12:23:32:529  INFO - Node Entry | session id:sess4043931 | ElibraryFlows:CartMenuFlow-returnToSelection | Framework | CartMenuFlow-returnToSelection |  |  | undefined
14/02/2023 12:23:32:592  INFO - Node Entry | session id:sess4043931 | ElibraryFlows:ExistUser-CategoryMenu | Framework | ExistUser-CategoryMenu |  |  | undefined
14/02/2023 12:23:42:963  INFO - Node Entry | session id:sess4043931 | ElibraryFlows:ExistUser-bookSelectionByCategory | Framework | ExistUser-bookSelectionByCategory | CategoryMenu___utterance | 2^0.949999988079071^0^0 | undefined
14/02/2023 12:23:43:024  INFO - Node Entry | session id:sess4043931 | ElibraryFlows:BookSelectionByCategory-Begin | Framework | BookSelectionByCategory-Begin |  |  | undefined
