03/02/2023 11:57:31:152  INFO - Node Entry | session id:sess1385324 | ELibrary:Start | Framework | Start |  |  | 
03/02/2023 11:58:35:203  INFO - Node Entry | session id:sess1005370 | ELibrary:userMenu | Framework | userMenu |  |  | undefined
03/02/2023 11:58:41:151  INFO - Node Entry | session id:sess1005370 | ELibrary:hangupData | Framework | hangupData |  |  | undefined
03/02/2023 11:58:41:213  INFO - Node Entry | session id:sess1005370 | ELibrary:ivrInfoData | Framework | ivrInfoData |  |  | undefined
03/02/2023 11:58:41:274  INFO - Node Entry | session id:sess1005370 | ELibrary:Exit | Framework | Exit |  |  | undefined
03/02/2023 11:58:41:274  INFO - End | session id:sess1005370 | ELibrary:Exit | CallEnd | Call End here |  |  | undefined
03/02/2023 11:58:41:275  INFO - Application Exit | session id:sess1005370 | ELibrary:Exit | Framework | Application Exiting |  |  | undefined
03/02/2023 12:11:10:032  INFO - Node Entry | session id:sess2682054 | ELibrary:Start | Framework | Start |  |  | 
03/02/2023 12:11:10:384  INFO - Node Entry | session id:sess2682054 | ELibrary:Welcome | Framework | Welcome |  |  | undefined
03/02/2023 12:11:10:539  INFO - Start | session id:sess2682054 | ELibrary:Welcome | wecome start | Welcome Announcement start |  |  | undefined
03/02/2023 12:11:10:539  INFO - In Progress | session id:sess2682054 | ELibrary:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
03/02/2023 12:11:16:107  INFO - Node Entry | session id:sess2682054 | ELibrary:langMenu | Framework | langMenu |  |  | undefined
03/02/2023 12:11:23:864  INFO - Node Entry | session id:sess2682054 | ELibrary:LanguageAnnounce | Framework | LanguageAnnounce | langMenu___utterance | 1^0.949999988079071^0^0 | undefined
03/02/2023 12:11:23:957  INFO - Node Entry | session id:sess2682054 | ELibrary:userMenu | Framework | userMenu |  |  | undefined
03/02/2023 12:11:29:783  INFO - Node Entry | session id:sess2682054 | ELibrary:hangupData | Framework | hangupData |  |  | undefined
03/02/2023 12:11:29:846  INFO - Node Entry | session id:sess2682054 | ELibrary:ivrInfoData | Framework | ivrInfoData |  |  | undefined
03/02/2023 12:11:29:908  INFO - Node Entry | session id:sess2682054 | ELibrary:Exit | Framework | Exit |  |  | undefined
03/02/2023 12:11:29:910  INFO - End | session id:sess2682054 | ELibrary:Exit | CallEnd | Call End here |  |  | undefined
03/02/2023 12:11:29:910  INFO - Application Exit | session id:sess2682054 | ELibrary:Exit | Framework | Application Exiting |  |  | undefined
03/02/2023 12:12:18:440  INFO - Node Entry | session id:sess5401216 | ELibrary:Start | Framework | Start |  |  | 
03/02/2023 12:12:18:856  INFO - Node Entry | session id:sess5401216 | ELibrary:Welcome | Framework | Welcome |  |  | undefined
03/02/2023 12:12:18:961  INFO - Start | session id:sess5401216 | ELibrary:Welcome | wecome start | Welcome Announcement start |  |  | undefined
03/02/2023 12:12:18:962  INFO - In Progress | session id:sess5401216 | ELibrary:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
03/02/2023 12:12:24:460  INFO - Node Entry | session id:sess5401216 | ELibrary:langMenu | Framework | langMenu |  |  | undefined
03/02/2023 12:12:28:862  INFO - Node Entry | session id:sess5401216 | ELibrary:LanguageAnnounce | Framework | LanguageAnnounce | langMenu___utterance | 2^0.949999988079071^0^0 | undefined
03/02/2023 12:12:28:939  INFO - Node Entry | session id:sess5401216 | ELibrary:userMenu | Framework | userMenu |  |  | undefined
03/02/2023 12:14:10:518  INFO - Node Entry | session id:sess2561125 | ELibrary:Start | Framework | Start |  |  | 
03/02/2023 12:14:11:012  INFO - Node Entry | session id:sess2561125 | ELibrary:Welcome | Framework | Welcome |  |  | undefined
03/02/2023 12:14:11:098  INFO - Start | session id:sess2561125 | ELibrary:Welcome | wecome start | Welcome Announcement start |  |  | undefined
03/02/2023 12:14:11:098  INFO - In Progress | session id:sess2561125 | ELibrary:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
03/02/2023 12:14:16:578  INFO - Node Entry | session id:sess2561125 | ELibrary:langMenu | Framework | langMenu |  |  | undefined
03/02/2023 12:14:18:769  INFO - Node Entry | session id:sess2561125 | ELibrary:LanguageAnnounce | Framework | LanguageAnnounce | langMenu___utterance | 1^0.949999988079071^0^0 | undefined
03/02/2023 12:14:18:872  INFO - Node Entry | session id:sess2561125 | ELibrary:userMenu | Framework | userMenu |  |  | undefined
03/02/2023 12:14:24:916  INFO - Node Entry | session id:sess2561125 | ELibrary:hangupData | Framework | hangupData |  |  | undefined
03/02/2023 12:14:24:979  INFO - Node Entry | session id:sess2561125 | ELibrary:ivrInfoData | Framework | ivrInfoData |  |  | undefined
03/02/2023 12:14:25:057  INFO - Node Entry | session id:sess2561125 | ELibrary:Exit | Framework | Exit |  |  | undefined
03/02/2023 12:14:25:058  INFO - End | session id:sess2561125 | ELibrary:Exit | CallEnd | Call End here |  |  | undefined
03/02/2023 12:14:25:058  INFO - Application Exit | session id:sess2561125 | ELibrary:Exit | Framework | Application Exiting |  |  | undefined
03/02/2023 12:14:30:676  INFO - Node Entry | session id:sess3652977 | ELibrary:Start | Framework | Start |  |  | 
03/02/2023 12:14:30:770  INFO - Node Entry | session id:sess3652977 | ELibrary:Welcome | Framework | Welcome |  |  | undefined
03/02/2023 12:14:30:776  INFO - Start | session id:sess3652977 | ELibrary:Welcome | wecome start | Welcome Announcement start |  |  | undefined
03/02/2023 12:14:30:776  INFO - In Progress | session id:sess3652977 | ELibrary:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
03/02/2023 12:14:36:294  INFO - Node Entry | session id:sess3652977 | ELibrary:langMenu | Framework | langMenu |  |  | undefined
03/02/2023 12:14:38:482  INFO - Node Entry | session id:sess3652977 | ELibrary:LanguageAnnounce | Framework | LanguageAnnounce | langMenu___utterance | 2^0.949999988079071^0^0 | undefined
03/02/2023 12:14:38:544  INFO - Node Entry | session id:sess3652977 | ELibrary:userMenu | Framework | userMenu |  |  | undefined
03/02/2023 12:14:42:283  INFO - Node Entry | session id:sess3652977 | ELibrary:hangupData | Framework | hangupData |  |  | undefined
03/02/2023 12:14:42:346  INFO - Node Entry | session id:sess3652977 | ELibrary:ivrInfoData | Framework | ivrInfoData |  |  | undefined
03/02/2023 12:14:42:418  INFO - Node Entry | session id:sess3652977 | ELibrary:Exit | Framework | Exit |  |  | undefined
03/02/2023 12:14:42:418  INFO - End | session id:sess3652977 | ELibrary:Exit | CallEnd | Call End here |  |  | undefined
03/02/2023 12:14:42:418  INFO - Application Exit | session id:sess3652977 | ELibrary:Exit | Framework | Application Exiting |  |  | undefined
03/02/2023 12:18:41:897  INFO - Node Entry | session id:sess5829487 | ELibrary:Start | Framework | Start |  |  | 
03/02/2023 12:18:41:995  INFO - Node Entry | session id:sess5829487 | ELibrary:Welcome | Framework | Welcome |  |  | undefined
03/02/2023 12:18:42:016  INFO - Start | session id:sess5829487 | ELibrary:Welcome | wecome start | Welcome Announcement start |  |  | undefined
03/02/2023 12:18:42:016  INFO - In Progress | session id:sess5829487 | ELibrary:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
03/02/2023 12:18:47:473  INFO - Node Entry | session id:sess5829487 | ELibrary:langMenu | Framework | langMenu |  |  | undefined
03/02/2023 12:18:49:195  INFO - Node Entry | session id:sess5829487 | ELibrary:LanguageAnnounce | Framework | LanguageAnnounce | langMenu___utterance | 2^0.949999988079071^0^0 | undefined
03/02/2023 12:18:49:272  INFO - Node Entry | session id:sess5829487 | ELibrary:userMenu | Framework | userMenu |  |  | undefined
03/02/2023 12:18:52:990  INFO - Node Entry | session id:sess5829487 | ELibrary:hangupData | Framework | hangupData |  |  | undefined
03/02/2023 12:18:53:051  INFO - Node Entry | session id:sess5829487 | ELibrary:ivrInfoData | Framework | ivrInfoData |  |  | undefined
03/02/2023 12:18:53:114  INFO - Node Entry | session id:sess5829487 | ELibrary:Exit | Framework | Exit |  |  | undefined
03/02/2023 12:18:53:114  INFO - End | session id:sess5829487 | ELibrary:Exit | CallEnd | Call End here |  |  | undefined
03/02/2023 12:18:53:115  INFO - Application Exit | session id:sess5829487 | ELibrary:Exit | Framework | Application Exiting |  |  | undefined
03/02/2023 12:19:19:543  INFO - Node Entry | session id:sess4570854 | ELibrary:Start | Framework | Start |  |  | 
03/02/2023 12:19:19:636  INFO - Node Entry | session id:sess4570854 | ELibrary:Welcome | Framework | Welcome |  |  | undefined
03/02/2023 12:19:19:637  INFO - Start | session id:sess4570854 | ELibrary:Welcome | wecome start | Welcome Announcement start |  |  | undefined
03/02/2023 12:19:19:637  INFO - In Progress | session id:sess4570854 | ELibrary:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
03/02/2023 12:19:25:130  INFO - Node Entry | session id:sess4570854 | ELibrary:langMenu | Framework | langMenu |  |  | undefined
03/02/2023 12:19:34:776  INFO - Node Entry | session id:sess4570854 | ELibrary:LanguageAnnounce | Framework | LanguageAnnounce | langMenu___utterance | 2^0.949999988079071^0^0 | undefined
03/02/2023 12:19:34:855  INFO - Node Entry | session id:sess4570854 | ELibrary:userMenu | Framework | userMenu |  |  | undefined
03/02/2023 12:19:40:631  INFO - Node Entry | session id:sess4570854 | ELibrary:hangupData | Framework | hangupData |  |  | undefined
03/02/2023 12:19:40:693  INFO - Node Entry | session id:sess4570854 | ELibrary:ivrInfoData | Framework | ivrInfoData |  |  | undefined
03/02/2023 12:19:40:755  INFO - Node Entry | session id:sess4570854 | ELibrary:Exit | Framework | Exit |  |  | undefined
03/02/2023 12:19:40:755  INFO - End | session id:sess4570854 | ELibrary:Exit | CallEnd | Call End here |  |  | undefined
03/02/2023 12:19:40:755  INFO - Application Exit | session id:sess4570854 | ELibrary:Exit | Framework | Application Exiting |  |  | undefined
03/02/2023 12:19:47:704  INFO - Node Entry | session id:sess2276532 | ELibrary:Start | Framework | Start |  |  | 
03/02/2023 12:19:47:787  INFO - Node Entry | session id:sess2276532 | ELibrary:Welcome | Framework | Welcome |  |  | undefined
03/02/2023 12:19:47:787  INFO - Start | session id:sess2276532 | ELibrary:Welcome | wecome start | Welcome Announcement start |  |  | undefined
03/02/2023 12:19:47:788  INFO - In Progress | session id:sess2276532 | ELibrary:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
03/02/2023 12:19:53:306  INFO - Node Entry | session id:sess2276532 | ELibrary:langMenu | Framework | langMenu |  |  | undefined
03/02/2023 12:19:57:574  INFO - Node Entry | session id:sess2276532 | ELibrary:LanguageAnnounce | Framework | LanguageAnnounce | langMenu___utterance | 1^0.949999988079071^0^0 | undefined
03/02/2023 12:19:57:651  INFO - Node Entry | session id:sess2276532 | ELibrary:userMenu | Framework | userMenu |  |  | undefined
03/02/2023 12:20:03:578  INFO - Node Entry | session id:sess2276532 | ELibrary:hangupData | Framework | hangupData |  |  | undefined
03/02/2023 12:20:03:642  INFO - Node Entry | session id:sess2276532 | ELibrary:ivrInfoData | Framework | ivrInfoData |  |  | undefined
03/02/2023 12:20:03:705  INFO - Node Entry | session id:sess2276532 | ELibrary:Exit | Framework | Exit |  |  | undefined
03/02/2023 12:20:03:706  INFO - End | session id:sess2276532 | ELibrary:Exit | CallEnd | Call End here |  |  | undefined
03/02/2023 12:20:03:706  INFO - Application Exit | session id:sess2276532 | ELibrary:Exit | Framework | Application Exiting |  |  | undefined
03/02/2023 12:21:07:567  INFO - Node Entry | session id:sess8542877 | ELibrary:Start | Framework | Start |  |  | 
03/02/2023 12:21:08:091  INFO - Node Entry | session id:sess8542877 | ELibrary:Welcome | Framework | Welcome |  |  | undefined
03/02/2023 12:21:08:274  INFO - Start | session id:sess8542877 | ELibrary:Welcome | wecome start | Welcome Announcement start |  |  | undefined
03/02/2023 12:21:08:274  INFO - In Progress | session id:sess8542877 | ELibrary:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
03/02/2023 12:21:13:846  INFO - Node Entry | session id:sess8542877 | ELibrary:langMenu | Framework | langMenu |  |  | undefined
03/02/2023 12:21:20:749  INFO - Node Entry | session id:sess8542877 | ELibrary:LanguageAnnounce | Framework | LanguageAnnounce | langMenu___utterance | 1^0.949999988079071^0^0 | undefined
03/02/2023 12:21:20:842  INFO - Node Entry | session id:sess8542877 | ELibrary:userMenu | Framework | userMenu |  |  | undefined
03/02/2023 12:21:28:839  INFO - Node Entry | session id:sess8542877 | ELibrary:hangupData | Framework | hangupData |  |  | undefined
03/02/2023 12:21:28:902  INFO - Node Entry | session id:sess8542877 | ELibrary:ivrInfoData | Framework | ivrInfoData |  |  | undefined
03/02/2023 12:21:28:982  INFO - Node Entry | session id:sess8542877 | ELibrary:Exit | Framework | Exit |  |  | undefined
03/02/2023 12:21:28:983  INFO - End | session id:sess8542877 | ELibrary:Exit | CallEnd | Call End here |  |  | undefined
03/02/2023 12:21:28:983  INFO - Application Exit | session id:sess8542877 | ELibrary:Exit | Framework | Application Exiting |  |  | undefined
03/02/2023 12:21:40:279  INFO - Node Entry | session id:sess6130887 | ELibrary:Start | Framework | Start |  |  | 
03/02/2023 12:21:40:396  INFO - Node Entry | session id:sess6130887 | ELibrary:Welcome | Framework | Welcome |  |  | undefined
03/02/2023 12:21:40:400  INFO - Start | session id:sess6130887 | ELibrary:Welcome | wecome start | Welcome Announcement start |  |  | undefined
03/02/2023 12:21:40:411  INFO - In Progress | session id:sess6130887 | ELibrary:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
03/02/2023 12:21:46:017  INFO - Node Entry | session id:sess6130887 | ELibrary:langMenu | Framework | langMenu |  |  | undefined
03/02/2023 12:21:56:255  INFO - Node Entry | session id:sess6130887 | ELibrary:LanguageAnnounce | Framework | LanguageAnnounce | langMenu___utterance | 2^0.949999988079071^0^0 | undefined
03/02/2023 12:21:56:333  INFO - Node Entry | session id:sess6130887 | ELibrary:userMenu | Framework | userMenu |  |  | undefined
03/02/2023 12:22:07:721  INFO - Node Entry | session id:sess6130887 | ELibrary:hangupData | Framework | hangupData |  |  | undefined
03/02/2023 12:22:07:782  INFO - Node Entry | session id:sess6130887 | ELibrary:ivrInfoData | Framework | ivrInfoData |  |  | undefined
03/02/2023 12:22:07:845  INFO - Node Entry | session id:sess6130887 | ELibrary:Exit | Framework | Exit |  |  | undefined
03/02/2023 12:22:07:845  INFO - End | session id:sess6130887 | ELibrary:Exit | CallEnd | Call End here |  |  | undefined
03/02/2023 12:22:07:845  INFO - Application Exit | session id:sess6130887 | ELibrary:Exit | Framework | Application Exiting |  |  | undefined
03/02/2023 12:25:06:306  INFO - Node Entry | session id:sess2184877 | ELibrary:Start | Framework | Start |  |  | 
03/02/2023 12:25:06:735  INFO - Node Entry | session id:sess2184877 | ELibrary:Welcome | Framework | Welcome |  |  | undefined
03/02/2023 12:25:06:886  INFO - Start | session id:sess2184877 | ELibrary:Welcome | wecome start | Welcome Announcement start |  |  | undefined
03/02/2023 12:25:06:886  INFO - In Progress | session id:sess2184877 | ELibrary:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
03/02/2023 12:25:12:417  INFO - Node Entry | session id:sess2184877 | ELibrary:langMenu | Framework | langMenu |  |  | undefined
03/02/2023 12:25:14:172  INFO - Node Entry | session id:sess2184877 | ELibrary:LanguageAnnounce | Framework | LanguageAnnounce | langMenu___utterance | 1^0.949999988079071^0^0 | undefined
03/02/2023 12:25:14:264  INFO - Node Entry | session id:sess2184877 | ELibrary:userMenu | Framework | userMenu |  |  | undefined
03/02/2023 12:25:20:817  INFO - Node Entry | session id:sess2184877 | ELibrary:hangupData | Framework | hangupData |  |  | undefined
03/02/2023 12:25:20:894  INFO - Node Entry | session id:sess2184877 | ELibrary:ivrInfoData | Framework | ivrInfoData |  |  | undefined
03/02/2023 12:25:20:973  INFO - Node Entry | session id:sess2184877 | ELibrary:Exit | Framework | Exit |  |  | undefined
03/02/2023 12:25:20:975  INFO - End | session id:sess2184877 | ELibrary:Exit | CallEnd | Call End here |  |  | undefined
03/02/2023 12:25:20:975  INFO - Application Exit | session id:sess2184877 | ELibrary:Exit | Framework | Application Exiting |  |  | undefined
03/02/2023 12:29:17:425  INFO - Node Entry | session id:sess5132086 | ELibrary:Start | Framework | Start |  |  | 
03/02/2023 12:29:17:792  INFO - Node Entry | session id:sess5132086 | ELibrary:Welcome | Framework | Welcome |  |  | undefined
03/02/2023 12:29:17:888  INFO - Start | session id:sess5132086 | ELibrary:Welcome | wecome start | Welcome Announcement start |  |  | undefined
03/02/2023 12:29:17:888  INFO - In Progress | session id:sess5132086 | ELibrary:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
03/02/2023 12:29:23:426  INFO - Node Entry | session id:sess5132086 | ELibrary:langMenu | Framework | langMenu |  |  | undefined
03/02/2023 12:29:27:725  INFO - Node Entry | session id:sess5132086 | ELibrary:LanguageAnnounce | Framework | LanguageAnnounce | langMenu___utterance | 1^0.949999988079071^0^0 | undefined
03/02/2023 12:29:27:816  INFO - Node Entry | session id:sess5132086 | ELibrary:userMenu | Framework | userMenu |  |  | undefined
03/02/2023 12:29:44:741  INFO - Node Entry | session id:sess5132086 | ELibrary:hangupData | Framework | hangupData |  |  | undefined
03/02/2023 12:29:44:805  INFO - Node Entry | session id:sess5132086 | ELibrary:ivrInfoData | Framework | ivrInfoData |  |  | undefined
03/02/2023 12:29:44:883  INFO - Node Entry | session id:sess5132086 | ELibrary:Exit | Framework | Exit |  |  | undefined
03/02/2023 12:29:44:884  INFO - End | session id:sess5132086 | ELibrary:Exit | CallEnd | Call End here |  |  | undefined
03/02/2023 12:29:44:885  INFO - Application Exit | session id:sess5132086 | ELibrary:Exit | Framework | Application Exiting |  |  | undefined
03/02/2023 12:31:26:856  INFO - Node Entry | session id:sess3874860 | ELibrary:Start | Framework | Start |  |  | 
03/02/2023 12:31:27:227  INFO - Node Entry | session id:sess3874860 | ELibrary:Welcome | Framework | Welcome |  |  | undefined
03/02/2023 12:31:27:333  INFO - Start | session id:sess3874860 | ELibrary:Welcome | wecome start | Welcome Announcement start |  |  | undefined
03/02/2023 12:31:27:334  INFO - In Progress | session id:sess3874860 | ELibrary:Welcome | Welcome | Welcome Announcement Stop |  |  | undefined
03/02/2023 12:31:32:819  INFO - Node Entry | session id:sess3874860 | ELibrary:langMenu | Framework | langMenu |  |  | undefined
03/02/2023 12:31:37:697  INFO - Node Entry | session id:sess3874860 | ELibrary:LanguageAnnounce | Framework | LanguageAnnounce | langMenu___utterance | 1^0.949999988079071^0^0 | undefined
03/02/2023 12:31:37:790  INFO - Node Entry | session id:sess3874860 | ELibrary:userMenu | Framework | userMenu |  |  | undefined
03/02/2023 12:31:44:227  INFO - Node Entry | session id:sess3874860 | ELibrary:hangupData | Framework | hangupData |  |  | undefined
03/02/2023 12:31:44:290  INFO - Node Entry | session id:sess3874860 | ELibrary:ivrInfoData | Framework | ivrInfoData |  |  | undefined
03/02/2023 12:31:44:368  INFO - Node Entry | session id:sess3874860 | ELibrary:Exit | Framework | Exit |  |  | undefined
03/02/2023 12:31:44:369  INFO - End | session id:sess3874860 | ELibrary:Exit | CallEnd | Call End here |  |  | undefined
03/02/2023 12:31:44:369  INFO - Application Exit | session id:sess3874860 | ELibrary:Exit | Framework | Application Exiting |  |  | undefined
